Time,Time Code,Country Name,Country Code,Control of Corruption: Estimate [CC.EST],Control of Corruption: Number of Sources [CC.NO.SRC],Control of Corruption: Percentile Rank [CC.PER.RNK],"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval [CC.PER.RNK.LOWER]","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval [CC.PER.RNK.UPPER]",Control of Corruption: Standard Error [CC.STD.ERR],Government Effectiveness: Estimate [GE.EST],Government Effectiveness: Number of Sources [GE.NO.SRC],Government Effectiveness: Percentile Rank [GE.PER.RNK],"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval [GE.PER.RNK.LOWER]","Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval [GE.PER.RNK.UPPER]",Government Effectiveness: Standard Error [GE.STD.ERR],Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],Political Stability and Absence of Violence/Terrorism: Number of Sources [PV.NO.SRC],Political Stability and Absence of Violence/Terrorism: Percentile Rank [PV.PER.RNK],"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval [PV.PER.RNK.LOWER]","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval [PV.PER.RNK.UPPER]",Political Stability and Absence of Violence/Terrorism: Standard Error [PV.STD.ERR],Regulatory Quality: Estimate [RQ.EST],Regulatory Quality: Number of Sources [RQ.NO.SRC],Regulatory Quality: Percentile Rank [RQ.PER.RNK],"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval [RQ.PER.RNK.LOWER]","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval [RQ.PER.RNK.UPPER]",Regulatory Quality: Standard Error [RQ.STD.ERR],Rule of Law: Estimate [RL.EST],Rule of Law: Number of Sources [RL.NO.SRC],Rule of Law: Percentile Rank [RL.PER.RNK],"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval [RL.PER.RNK.LOWER]","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval [RL.PER.RNK.UPPER]",Rule of Law: Standard Error [RL.STD.ERR],Voice and Accountability: Estimate [VA.EST],Voice and Accountability: Number of Sources [VA.NO.SRC],Voice and Accountability: Percentile Rank [VA.PER.RNK],"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval [VA.PER.RNK.LOWER]","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval [VA.PER.RNK.UPPER]",Voice and Accountability: Standard Error [VA.STD.ERR]
2020,YR2020,Marshall Islands,MHL,0.46734556555748,3,66.1904754638672,54.761905670166,80.476188659668,0.304204136133194,0.11747295409441,3,56.6666679382324,30.4761905670166,75.7142868041992,0.427005618810654,0.983442306518555,3,81.1320724487305,62.7358474731445,97.1698150634766,0.288033246994019,-0.670987486839294,3,28.5714282989502,9.0476188659668,50,0.384934306144714,0.595379114151001,4,70,53.8095245361328,85.7142868041992,0.357103317975998,1.13049566745758,2,87.4396133422852,71.0144958496094,97.101448059082,0.226966977119446
2020,YR2020,Martinique,MTQ,0.632469475269318,1,73.8095245361328,56.6666679382324,85.7142868041992,0.378925621509552,0.912028014659882,1,80,55.238094329834,94.7619018554688,0.492229521274567,0.604191601276398,2,66.0377349853516,50,87.7358474731445,0.307376354932785,0.930365979671478,1,79.523811340332,56.1904754638672,96.6666641235352,0.516059041023254,0.622582137584686,1,72.3809509277344,45.7142868041992,90.476188659668,0.52329158782959,..,..,..,..,..,..
2020,YR2020,Mauritania,MRT,-0.815018534660339,9,23.3333339691162,14.2857141494751,32.3809509277344,0.170069128274918,-0.838932752609253,8,17.619047164917,10.9523811340332,33.8095245361328,0.218073084950447,-0.700950503349304,4,21.698112487793,12.7358493804932,35.8490562438965,0.247393816709518,-0.894477546215057,7,16.1904754638672,10.4761905670166,30.9523811340332,0.187964394688606,-0.605059206485748,10,30,20.4761905670166,40.476188659668,0.150178670883179,-0.825767576694489,9,25.1207733154297,20.2898559570313,30.4347820281982,0.130183100700378
2020,YR2020,Mauritius,MUS,0.441281765699387,10,65.2380981445313,59.0476188659668,76.6666641235352,0.173755332827568,0.851257979869843,8,77.1428604125977,68.5714263916016,85.7142868041992,0.234105795621872,0.872974157333374,4,75.4716949462891,60.8490562438965,94.3396224975586,0.247393816709518,1.1811306476593,6,84.7619018554688,73.8095245361328,93.8095245361328,0.250315934419632,0.890954434871674,10,78.5714263916016,72.3809509277344,85.2380981445313,0.162289619445801,0.704483211040497,10,70.5314025878906,60.8695640563965,76.8115921020508,0.129918351769447
2020,YR2020,Mexico,MEX,-0.921504735946655,13,19.5238094329834,11.9047622680664,26.6666660308838,0.143402382731438,-0.269939869642258,9,42.3809509277344,28.0952377319336,55.7142868041992,0.231793165206909,-0.791369318962097,8,19.3396224975586,12.7358493804932,29.2452831268311,0.208693087100983,-0.0129100447520614,9,50.9523811340332,38.5714302062988,61.4285697937012,0.202663421630859,-0.646558284759521,13,29.0476188659668,19.0476188659668,37.6190490722656,0.146567493677139,-0.026169067248702,14,44.9275360107422,37.6811599731445,53.6231880187988,0.125225871801376
2020,YR2020,"Micronesia, Fed. Sts.",FSM,0.875658690929413,3,80,63.8095245361328,89.0476226806641,0.304204136133194,0.358195006847382,3,64.7619018554688,38.5714302062988,82.3809509277344,0.427005618810654,1.1187299489975,4,88.2075500488281,70.7547149658203,98.5849075317383,0.247384041547775,-0.891345798969269,4,16.6666660308838,7.14285707473755,38.5714302062988,0.335054785013199,0.188530936837196,4,56.1904754638672,38.5714302062988,75.2380981445313,0.357103317975998,1.12976503372192,2,86.9565200805664,71.0144958496094,97.101448059082,0.226966977119446
2020,YR2020,Moldova,MDA,-0.571009993553162,8,31.9047622680664,23.3333339691162,43.8095245361328,0.147555470466614,-0.545202791690826,5,33.3333320617676,14.7619047164917,50,0.280114144086838,-0.340128064155579,6,34.9056587219238,20.7547168731689,48.113208770752,0.232469826936722,-0.0109160682186484,7,51.4285697937012,38.5714302062988,61.9047622680664,0.217113956809044,-0.501107096672058,9,33.3333320617676,23.8095245361328,44.761905670166,0.146382406353951,-0.0452786572277546,9,44.4444427490234,37.6811599731445,53.6231880187988,0.12810130417347
2020,YR2020,Monaco,MCO,1.26600527763367,1,88.5714263916016,73.8095245361328,95.2380981445313,0.378925621509552,2.0285427570343,1,99.523811340332,85.7142868041992,100,0.492229521274567,1.1772255897522,3,92.4528274536133,71.2264175415039,99.0566024780273,0.27869239449501,1.33542132377625,1,88.5714263916016,68.0952377319336,99.523811340332,0.516059041023254,1.36785435676575,1,89.0476226806641,67.1428604125977,100,0.52329158782959,0.673558413982391,1,68.5990371704102,56.038646697998,81.6425094604492,0.239814266562462
2020,YR2020,Mongolia,MNG,-0.494477480649948,12,34.2857131958008,26.6666660308838,45.238094329834,0.1434386074543,-0.420242369174957,9,37.1428565979004,19.5238094329834,51.4285697937012,0.231811717152596,0.71777218580246,7,71.2264175415039,57.0754699707031,87.2641525268555,0.226481333374977,-0.10893253237009,10,48.0952377319336,36.6666679382324,58.0952377319336,0.201372653245926,-0.267986297607422,12,44.761905670166,31.9047622680664,53.3333320617676,0.149334415793419,0.376543372869492,11,58.4541053771973,53.6231880187988,65.7004852294922,0.12763549387455
2020,YR2020,Montenegro,MNE,-0.0429740846157074,8,54.2857131958008,44.2857131958008,60.476188659668,0.170031040906906,-0.106561250984669,6,50,32.8571434020996,64.2857131958008,0.267702609300613,-0.0612264648079872,4,46.2264137268066,27.8301887512207,57.0754699707031,0.247393816709518,0.424208730459213,6,64.2857131958008,52.8571434020996,75.2380981445313,0.250315934419632,-0.0394584313035011,9,52.8571434020996,42.8571434020996,57.6190490722656,0.152726396918297,0.0414898060262203,8,47.8260879516602,39.1304359436035,56.038646697998,0.134961858391762
