"ID";"Geslacht";"Persoonskenmerken";"UitstromersHoMetEnZonderDiploma";"Arbeidsmarktpositie";"Studierichting";"Peilmoment";"Perioden";"UitstromersHo_1"
"2156214";"3000   ";"A051735";"A043050";"A028816";"A042617";"A029079";"2015SJ00";"0"
"2156229";"3000   ";"A051735";"A043050";"A028816";"A042617";"A029080";"2015SJ00";"0"
"2156244";"3000   ";"A051735";"A043050";"A028816";"A042617";"A029081";"2015SJ00";"0"
"2156259";"3000   ";"A051735";"A043050";"A028816";"A042617";"A029082";"2015SJ00";"0"
"2156289";"3000   ";"A051735";"A043050";"A028816";"A042618";"A029077";"2015SJ00";"0"
"2156304";"3000   ";"A051735";"A043050";"A028816";"A042618";"A029078";"2015SJ00";"0"
"2156319";"3000   ";"A051735";"A043050";"A028816";"A042618";"A029079";"2015SJ00";"0"
"2156334";"3000   ";"A051735";"A043050";"A028816";"A042618";"A029080";"2015SJ00";"0"
"2156349";"3000   ";"A051735";"A043050";"A028816";"A042618";"A029081";"2015SJ00";"0"
"2156364";"3000   ";"A051735";"A043050";"A028816";"A042618";"A029082";"2015SJ00";"0"
"2156394";"3000   ";"A051735";"A043050";"A043837";"T001332";"A029077";"2015SJ00";
"2156409";"3000   ";"A051735";"A043050";"A043837";"T001332";"A029078";"2015SJ00";"0"
"2156424";"3000   ";"A051735";"A043050";"A043837";"T001332";"A029079";"2015SJ00";"0"
"2156439";"3000   ";"A051735";"A043050";"A043837";"T001332";"A029080";"2015SJ00";"0"
"2156454";"3000   ";"A051735";"A043050";"A043837";"T001332";"A029081";"2015SJ00";"10"
"2156469";"3000   ";"A051735";"A043050";"A043837";"T001332";"A029082";"2015SJ00";"10"
"2156499";"3000   ";"A051735";"A043050";"A043837";"A042609";"A029077";"2015SJ00";
"2156514";"3000   ";"A051735";"A043050";"A043837";"A042609";"A029078";"2015SJ00";"0"
"2156529";"3000   ";"A051735";"A043050";"A043837";"A042609";"A029079";"2015SJ00";"0"
"2156544";"3000   ";"A051735";"A043050";"A043837";"A042609";"A029080";"2015SJ00";"0"
"2156559";"3000   ";"A051735";"A043050";"A043837";"A042609";"A029081";"2015SJ00";"0"
"2156574";"3000   ";"A051735";"A043050";"A043837";"A042609";"A029082";"2015SJ00";"0"
"2156604";"3000   ";"A051735";"A043050";"A043837";"A042610";"A029077";"2015SJ00";
"2156619";"3000   ";"A051735";"A043050";"A043837";"A042610";"A029078";"2015SJ00";"0"
"2156634";"3000   ";"A051735";"A043050";"A043837";"A042610";"A029079";"2015SJ00";"0"
"2156649";"3000   ";"A051735";"A043050";"A043837";"A042610";"A029080";"2015SJ00";"0"
"2156664";"3000   ";"A051735";"A043050";"A043837";"A042610";"A029081";"2015SJ00";"0"
"2156679";"3000   ";"A051735";"A043050";"A043837";"A042610";"A029082";"2015SJ00";"0"
"2156709";"3000   ";"A051735";"A043050";"A043837";"A042611";"A029077";"2015SJ00";
"2156724";"3000   ";"A051735";"A043050";"A043837";"A042611";"A029078";"2015SJ00";"0"
"2156739";"3000   ";"A051735";"A043050";"A043837";"A042611";"A029079";"2015SJ00";"0"
"2156754";"3000   ";"A051735";"A043050";"A043837";"A042611";"A029080";"2015SJ00";"0"
"2156769";"3000   ";"A051735";"A043050";"A043837";"A042611";"A029081";"2015SJ00";"0"
"2156784";"3000   ";"A051735";"A043050";"A043837";"A042611";"A029082";"2015SJ00";"0"
"2156814";"3000   ";"A051735";"A043050";"A043837";"A042612";"A029077";"2015SJ00";
"2156829";"3000   ";"A051735";"A043050";"A043837";"A042612";"A029078";"2015SJ00";"0"
"2156844";"3000   ";"A051735";"A043050";"A043837";"A042612";"A029079";"2015SJ00";"0"
"2156859";"3000   ";"A051735";"A043050";"A043837";"A042612";"A029080";"2015SJ00";"0"
"2156874";"3000   ";"A051735";"A043050";"A043837";"A042612";"A029081";"2015SJ00";"0"
"2156889";"3000   ";"A051735";"A043050";"A043837";"A042612";"A029082";"2015SJ00";"0"
"2156919";"3000   ";"A051735";"A043050";"A043837";"A042613";"A029077";"2015SJ00";
"2156934";"3000   ";"A051735";"A043050";"A043837";"A042613";"A029078";"2015SJ00";"0"
"2156949";"3000   ";"A051735";"A043050";"A043837";"A042613";"A029079";"2015SJ00";"0"
"2156964";"3000   ";"A051735";"A043050";"A043837";"A042613";"A029080";"2015SJ00";"0"
"2156979";"3000   ";"A051735";"A043050";"A043837";"A042613";"A029081";"2015SJ00";"0"
"2156994";"3000   ";"A051735";"A043050";"A043837";"A042613";"A029082";"2015SJ00";"0"
"2157024";"3000   ";"A051735";"A043050";"A043837";"A042614";"A029077";"2015SJ00";
"2157039";"3000   ";"A051735";"A043050";"A043837";"A042614";"A029078";"2015SJ00";"0"
"2157054";"3000   ";"A051735";"A043050";"A043837";"A042614";"A029079";"2015SJ00";"0"
"2157069";"3000   ";"A051735";"A043050";"A043837";"A042614";"A029080";"2015SJ00";"0"
"2157084";"3000   ";"A051735";"A043050";"A043837";"A042614";"A029081";"2015SJ00";"0"
"2157099";"3000   ";"A051735";"A043050";"A043837";"A042614";"A029082";"2015SJ00";"0"
"2157129";"3000   ";"A051735";"A043050";"A043837";"A042615";"A029077";"2015SJ00";
"2157144";"3000   ";"A051735";"A043050";"A043837";"A042615";"A029078";"2015SJ00";"0"
"2157159";"3000   ";"A051735";"A043050";"A043837";"A042615";"A029079";"2015SJ00";"0"
"2157174";"3000   ";"A051735";"A043050";"A043837";"A042615";"A029080";"2015SJ00";"0"
"2157189";"3000   ";"A051735";"A043050";"A043837";"A042615";"A029081";"2015SJ00";"0"
"2157204";"3000   ";"A051735";"A043050";"A043837";"A042615";"A029082";"2015SJ00";"0"
"2157234";"3000   ";"A051735";"A043050";"A043837";"A042616";"A029077";"2015SJ00";
"2157249";"3000   ";"A051735";"A043050";"A043837";"A042616";"A029078";"2015SJ00";"0"
"2157264";"3000   ";"A051735";"A043050";"A043837";"A042616";"A029079";"2015SJ00";"0"
"2157279";"3000   ";"A051735";"A043050";"A043837";"A042616";"A029080";"2015SJ00";"0"
"2157294";"3000   ";"A051735";"A043050";"A043837";"A042616";"A029081";"2015SJ00";"0"
"2157309";"3000   ";"A051735";"A043050";"A043837";"A042616";"A029082";"2015SJ00";"0"
"2157339";"3000   ";"A051735";"A043050";"A043837";"A042617";"A029077";"2015SJ00";
"2157354";"3000   ";"A051735";"A043050";"A043837";"A042617";"A029078";"2015SJ00";"0"
"2157369";"3000   ";"A051735";"A043050";"A043837";"A042617";"A029079";"2015SJ00";"0"
"2157384";"3000   ";"A051735";"A043050";"A043837";"A042617";"A029080";"2015SJ00";"0"
"2157399";"3000   ";"A051735";"A043050";"A043837";"A042617";"A029081";"2015SJ00";"0"
"2157414";"3000   ";"A051735";"A043050";"A043837";"A042617";"A029082";"2015SJ00";"0"
"2157444";"3000   ";"A051735";"A043050";"A043837";"A042618";"A029077";"2015SJ00";
"2157459";"3000   ";"A051735";"A043050";"A043837";"A042618";"A029078";"2015SJ00";"0"
"2157474";"3000   ";"A051735";"A043050";"A043837";"A042618";"A029079";"2015SJ00";"0"
"2157489";"3000   ";"A051735";"A043050";"A043837";"A042618";"A029080";"2015SJ00";"0"
"2157504";"3000   ";"A051735";"A043050";"A043837";"A042618";"A029081";"2015SJ00";"0"
"2157519";"3000   ";"A051735";"A043050";"A043837";"A042618";"A029082";"2015SJ00";"0"
"2184114";"3000   ";"A051735";"A043054";"A028813";"T001332";"A029077";"2015SJ00";"2490"
"2184129";"3000   ";"A051735";"A043054";"A028813";"T001332";"A029078";"2015SJ00";"1770"
"2184144";"3000   ";"A051735";"A043054";"A028813";"T001332";"A029079";"2015SJ00";"1670"
"2184159";"3000   ";"A051735";"A043054";"A028813";"T001332";"A029080";"2015SJ00";"1700"
"2184174";"3000   ";"A051735";"A043054";"A028813";"T001332";"A029081";"2015SJ00";"1560"
"2184189";"3000   ";"A051735";"A043054";"A028813";"T001332";"A029082";"2015SJ00";"1620"
"2184219";"3000   ";"A051735";"A043054";"A028813";"A042609";"A029077";"2015SJ00";"0"
"2184234";"3000   ";"A051735";"A043054";"A028813";"A042609";"A029078";"2015SJ00";"0"
"2184249";"3000   ";"A051735";"A043054";"A028813";"A042609";"A029079";"2015SJ00";"0"
"2184264";"3000   ";"A051735";"A043054";"A028813";"A042609";"A029080";"2015SJ00";"0"
"2184279";"3000   ";"A051735";"A043054";"A028813";"A042609";"A029081";"2015SJ00";"0"
"2184294";"3000   ";"A051735";"A043054";"A028813";"A042609";"A029082";"2015SJ00";"0"
"2184324";"3000   ";"A051735";"A043054";"A028813";"A042610";"A029077";"2015SJ00";"40"
"2184339";"3000   ";"A051735";"A043054";"A028813";"A042610";"A029078";"2015SJ00";"30"
"2184354";"3000   ";"A051735";"A043054";"A028813";"A042610";"A029079";"2015SJ00";"30"
"2184369";"3000   ";"A051735";"A043054";"A028813";"A042610";"A029080";"2015SJ00";"30"
"2184384";"3000   ";"A051735";"A043054";"A028813";"A042610";"A029081";"2015SJ00";"30"
"2184399";"3000   ";"A051735";"A043054";"A028813";"A042610";"A029082";"2015SJ00";"30"
"2184429";"3000   ";"A051735";"A043054";"A028813";"A042611";"A029077";"2015SJ00";"330"
"2184444";"3000   ";"A051735";"A043054";"A028813";"A042611";"A029078";"2015SJ00";"250"
"2184459";"3000   ";"A051735";"A043054";"A028813";"A042611";"A029079";"2015SJ00";"240"
"2184474";"3000   ";"A051735";"A043054";"A028813";"A042611";"A029080";"2015SJ00";"250"
"2184489";"3000   ";"A051735";"A043054";"A028813";"A042611";"A029081";"2015SJ00";"250"
"2184504";"3000   ";"A051735";"A043054";"A028813";"A042611";"A029082";"2015SJ00";"250"
"2184534";"3000   ";"A051735";"A043054";"A028813";"A042612";"A029077";"2015SJ00";"350"
"2184549";"3000   ";"A051735";"A043054";"A028813";"A042612";"A029078";"2015SJ00";"300"
"2184564";"3000   ";"A051735";"A043054";"A028813";"A042612";"A029079";"2015SJ00";"290"
"2184579";"3000   ";"A051735";"A043054";"A028813";"A042612";"A029080";"2015SJ00";"310"
"2184594";"3000   ";"A051735";"A043054";"A028813";"A042612";"A029081";"2015SJ00";"290"
"2184609";"3000   ";"A051735";"A043054";"A028813";"A042612";"A029082";"2015SJ00";"300"
"2184639";"3000   ";"A051735";"A043054";"A028813";"A042613";"A029077";"2015SJ00";"320"
"2184654";"3000   ";"A051735";"A043054";"A028813";"A042613";"A029078";"2015SJ00";"140"
"2184669";"3000   ";"A051735";"A043054";"A028813";"A042613";"A029079";"2015SJ00";"120"
"2184684";"3000   ";"A051735";"A043054";"A028813";"A042613";"A029080";"2015SJ00";"120"
"2184699";"3000   ";"A051735";"A043054";"A028813";"A042613";"A029081";"2015SJ00";"110"
"2184714";"3000   ";"A051735";"A043054";"A028813";"A042613";"A029082";"2015SJ00";"100"
"2184744";"3000   ";"A051735";"A043054";"A028813";"A042614";"A029077";"2015SJ00";"440"
"2184759";"3000   ";"A051735";"A043054";"A028813";"A042614";"A029078";"2015SJ00";"290"
"2184774";"3000   ";"A051735";"A043054";"A028813";"A042614";"A029079";"2015SJ00";"280"
"2184789";"3000   ";"A051735";"A043054";"A028813";"A042614";"A029080";"2015SJ00";"280"
"2184804";"3000   ";"A051735";"A043054";"A028813";"A042614";"A029081";"2015SJ00";"250"
"2184819";"3000   ";"A051735";"A043054";"A028813";"A042614";"A029082";"2015SJ00";"260"
"2184849";"3000   ";"A051735";"A043054";"A028813";"A042615";"A029077";"2015SJ00";"140"
"2184864";"3000   ";"A051735";"A043054";"A028813";"A042615";"A029078";"2015SJ00";"110"
"2184879";"3000   ";"A051735";"A043054";"A028813";"A042615";"A029079";"2015SJ00";"100"
"2184894";"3000   ";"A051735";"A043054";"A028813";"A042615";"A029080";"2015SJ00";"100"
"2184909";"3000   ";"A051735";"A043054";"A028813";"A042615";"A029081";"2015SJ00";"90"
"2184924";"3000   ";"A051735";"A043054";"A028813";"A042615";"A029082";"2015SJ00";"100"
"2184954";"3000   ";"A051735";"A043054";"A028813";"A042616";"A029077";"2015SJ00";"420"
"2184969";"3000   ";"A051735";"A043054";"A028813";"A042616";"A029078";"2015SJ00";"300"
"2184984";"3000   ";"A051735";"A043054";"A028813";"A042616";"A029079";"2015SJ00";"280"
"2184999";"3000   ";"A051735";"A043054";"A028813";"A042616";"A029080";"2015SJ00";"280"
"2185014";"3000   ";"A051735";"A043054";"A028813";"A042616";"A029081";"2015SJ00";"250"
"2185029";"3000   ";"A051735";"A043054";"A028813";"A042616";"A029082";"2015SJ00";"270"
"2185059";"3000   ";"A051735";"A043054";"A028813";"A042617";"A029077";"2015SJ00";"350"
"2185074";"3000   ";"A051735";"A043054";"A028813";"A042617";"A029078";"2015SJ00";"300"
"2185089";"3000   ";"A051735";"A043054";"A028813";"A042617";"A029079";"2015SJ00";"290"
"2185104";"3000   ";"A051735";"A043054";"A028813";"A042617";"A029080";"2015SJ00";"290"
"2185119";"3000   ";"A051735";"A043054";"A028813";"A042617";"A029081";"2015SJ00";"240"
"2185134";"3000   ";"A051735";"A043054";"A028813";"A042617";"A029082";"2015SJ00";"260"
"2185164";"3000   ";"A051735";"A043054";"A028813";"A042618";"A029077";"2015SJ00";"100"
"2185179";"3000   ";"A051735";"A043054";"A028813";"A042618";"A029078";"2015SJ00";"50"
"2185194";"3000   ";"A051735";"A043054";"A028813";"A042618";"A029079";"2015SJ00";"50"
"2185209";"3000   ";"A051735";"A043054";"A028813";"A042618";"A029080";"2015SJ00";"60"
"2185224";"3000   ";"A051735";"A043054";"A028813";"A042618";"A029081";"2015SJ00";"50"
"2185239";"3000   ";"A051735";"A043054";"A028813";"A042618";"A029082";"2015SJ00";"60"
"2185269";"3000   ";"A051735";"A043054";"A028814";"T001332";"A029077";"2015SJ00";"40"
"2185284";"3000   ";"A051735";"A043054";"A028814";"T001332";"A029078";"2015SJ00";"30"
"2185299";"3000   ";"A051735";"A043054";"A028814";"T001332";"A029079";"2015SJ00";"20"
"2185314";"3000   ";"A051735";"A043054";"A028814";"T001332";"A029080";"2015SJ00";"20"
"2185329";"3000   ";"A051735";"A043054";"A028814";"T001332";"A029081";"2015SJ00";"140"
"2185344";"3000   ";"A051735";"A043054";"A028814";"T001332";"A029082";"2015SJ00";"80"
"2185374";"3000   ";"A051735";"A043054";"A028814";"A042609";"A029077";"2015SJ00";"0"
"2185389";"3000   ";"A051735";"A043054";"A028814";"A042609";"A029078";"2015SJ00";"0"
"2185404";"3000   ";"A051735";"A043054";"A028814";"A042609";"A029079";"2015SJ00";"0"
"2185419";"3000   ";"A051735";"A043054";"A028814";"A042609";"A029080";"2015SJ00";"0"
"2185434";"3000   ";"A051735";"A043054";"A028814";"A042609";"A029081";"2015SJ00";"0"
"2185449";"3000   ";"A051735";"A043054";"A028814";"A042609";"A029082";"2015SJ00";"0"
"2185479";"3000   ";"A051735";"A043054";"A028814";"A042610";"A029077";"2015SJ00";"0"
"2185494";"3000   ";"A051735";"A043054";"A028814";"A042610";"A029078";"2015SJ00";"0"
"2185509";"3000   ";"A051735";"A043054";"A028814";"A042610";"A029079";"2015SJ00";"0"
"2185524";"3000   ";"A051735";"A043054";"A028814";"A042610";"A029080";"2015SJ00";"0"
"2185539";"3000   ";"A051735";"A043054";"A028814";"A042610";"A029081";"2015SJ00";"0"
"2185554";"3000   ";"A051735";"A043054";"A028814";"A042610";"A029082";"2015SJ00";"0"
"2185584";"3000   ";"A051735";"A043054";"A028814";"A042611";"A029077";"2015SJ00";"10"
"2185599";"3000   ";"A051735";"A043054";"A028814";"A042611";"A029078";"2015SJ00";"10"
"2185614";"3000   ";"A051735";"A043054";"A028814";"A042611";"A029079";"2015SJ00";"10"
"2185629";"3000   ";"A051735";"A043054";"A028814";"A042611";"A029080";"2015SJ00";"0"
"2185644";"3000   ";"A051735";"A043054";"A028814";"A042611";"A029081";"2015SJ00";"20"
"2185659";"3000   ";"A051735";"A043054";"A028814";"A042611";"A029082";"2015SJ00";"10"
"2185689";"3000   ";"A051735";"A043054";"A028814";"A042612";"A029077";"2015SJ00";"10"
"2185704";"3000   ";"A051735";"A043054";"A028814";"A042612";"A029078";"2015SJ00";"0"
"2185719";"3000   ";"A051735";"A043054";"A028814";"A042612";"A029079";"2015SJ00";"0"
"2185734";"3000   ";"A051735";"A043054";"A028814";"A042612";"A029080";"2015SJ00";"0"
"2185749";"3000   ";"A051735";"A043054";"A028814";"A042612";"A029081";"2015SJ00";"20"
"2185764";"3000   ";"A051735";"A043054";"A028814";"A042612";"A029082";"2015SJ00";"10"
"2185794";"3000   ";"A051735";"A043054";"A028814";"A042613";"A029077";"2015SJ00";"0"
"2185809";"3000   ";"A051735";"A043054";"A028814";"A042613";"A029078";"2015SJ00";"0"
"2185824";"3000   ";"A051735";"A043054";"A028814";"A042613";"A029079";"2015SJ00";"0"
"2185839";"3000   ";"A051735";"A043054";"A028814";"A042613";"A029080";"2015SJ00";"0"
"2185854";"3000   ";"A051735";"A043054";"A028814";"A042613";"A029081";"2015SJ00";"10"
"2185869";"3000   ";"A051735";"A043054";"A028814";"A042613";"A029082";"2015SJ00";"10"
"2185899";"3000   ";"A051735";"A043054";"A028814";"A042614";"A029077";"2015SJ00";"10"
"2185914";"3000   ";"A051735";"A043054";"A028814";"A042614";"A029078";"2015SJ00";"0"
"2185929";"3000   ";"A051735";"A043054";"A028814";"A042614";"A029079";"2015SJ00";"0"
"2185944";"3000   ";"A051735";"A043054";"A028814";"A042614";"A029080";"2015SJ00";"0"
"2185959";"3000   ";"A051735";"A043054";"A028814";"A042614";"A029081";"2015SJ00";"20"
"2185974";"3000   ";"A051735";"A043054";"A028814";"A042614";"A029082";"2015SJ00";"10"
"2186004";"3000   ";"A051735";"A043054";"A028814";"A042615";"A029077";"2015SJ00";"0"
"2186019";"3000   ";"A051735";"A043054";"A028814";"A042615";"A029078";"2015SJ00";"0"
"2186034";"3000   ";"A051735";"A043054";"A028814";"A042615";"A029079";"2015SJ00";"0"
"2186049";"3000   ";"A051735";"A043054";"A028814";"A042615";"A029080";"2015SJ00";"0"
"2186064";"3000   ";"A051735";"A043054";"A028814";"A042615";"A029081";"2015SJ00";"10"
"2186079";"3000   ";"A051735";"A043054";"A028814";"A042615";"A029082";"2015SJ00";"0"
"2186109";"3000   ";"A051735";"A043054";"A028814";"A042616";"A029077";"2015SJ00";"0"
"2186124";"3000   ";"A051735";"A043054";"A028814";"A042616";"A029078";"2015SJ00";"10"
"2186139";"3000   ";"A051735";"A043054";"A028814";"A042616";"A029079";"2015SJ00";"10"
"2186154";"3000   ";"A051735";"A043054";"A028814";"A042616";"A029080";"2015SJ00";"0"
"2186169";"3000   ";"A051735";"A043054";"A028814";"A042616";"A029081";"2015SJ00";"30"
"2186184";"3000   ";"A051735";"A043054";"A028814";"A042616";"A029082";"2015SJ00";"10"
"2186214";"3000   ";"A051735";"A043054";"A028814";"A042617";"A029077";"2015SJ00";"10"
"2186229";"3000   ";"A051735";"A043054";"A028814";"A042617";"A029078";"2015SJ00";"10"
"2186244";"3000   ";"A051735";"A043054";"A028814";"A042617";"A029079";"2015SJ00";"10"
"2186259";"3000   ";"A051735";"A043054";"A028814";"A042617";"A029080";"2015SJ00";"10"
"2186274";"3000   ";"A051735";"A043054";"A028814";"A042617";"A029081";"2015SJ00";"40"
"2186289";"3000   ";"A051735";"A043054";"A028814";"A042617";"A029082";"2015SJ00";"20"
"2186319";"3000   ";"A051735";"A043054";"A028814";"A042618";"A029077";"2015SJ00";"0"
"2186334";"3000   ";"A051735";"A043054";"A028814";"A042618";"A029078";"2015SJ00";"0"
"2186349";"3000   ";"A051735";"A043054";"A028814";"A042618";"A029079";"2015SJ00";"0"
"2186364";"3000   ";"A051735";"A043054";"A028814";"A042618";"A029080";"2015SJ00";"0"
"2186379";"3000   ";"A051735";"A043054";"A028814";"A042618";"A029081";"2015SJ00";"10"
"2186394";"3000   ";"A051735";"A043054";"A028814";"A042618";"A029082";"2015SJ00";"0"
"2186424";"3000   ";"A051735";"A043054";"A028815";"T001332";"A029077";"2015SJ00";"80"
"2186439";"3000   ";"A051735";"A043054";"A028815";"T001332";"A029078";"2015SJ00";"70"
"2186454";"3000   ";"A051735";"A043054";"A028815";"T001332";"A029079";"2015SJ00";"70"
"2186469";"3000   ";"A051735";"A043054";"A028815";"T001332";"A029080";"2015SJ00";"70"
"2186484";"3000   ";"A051735";"A043054";"A028815";"T001332";"A029081";"2015SJ00";"80"
"2186499";"3000   ";"A051735";"A043054";"A028815";"T001332";"A029082";"2015SJ00";"60"
"2186529";"3000   ";"A051735";"A043054";"A028815";"A042609";"A029077";"2015SJ00";"0"
"2186544";"3000   ";"A051735";"A043054";"A028815";"A042609";"A029078";"2015SJ00";"0"
"2186559";"3000   ";"A051735";"A043054";"A028815";"A042609";"A029079";"2015SJ00";"0"
"2186574";"3000   ";"A051735";"A043054";"A028815";"A042609";"A029080";"2015SJ00";"0"
"2186589";"3000   ";"A051735";"A043054";"A028815";"A042609";"A029081";"2015SJ00";"0"
"2186604";"3000   ";"A051735";"A043054";"A028815";"A042609";"A029082";"2015SJ00";"0"
"2186634";"3000   ";"A051735";"A043054";"A028815";"A042610";"A029077";"2015SJ00";"0"
"2186649";"3000   ";"A051735";"A043054";"A028815";"A042610";"A029078";"2015SJ00";"0"
"2186664";"3000   ";"A051735";"A043054";"A028815";"A042610";"A029079";"2015SJ00";"0"
"2186679";"3000   ";"A051735";"A043054";"A028815";"A042610";"A029080";"2015SJ00";"0"
"2186694";"3000   ";"A051735";"A043054";"A028815";"A042610";"A029081";"2015SJ00";"10"
"2186709";"3000   ";"A051735";"A043054";"A028815";"A042610";"A029082";"2015SJ00";"10"
"2186739";"3000   ";"A051735";"A043054";"A028815";"A042611";"A029077";"2015SJ00";"20"
"2186754";"3000   ";"A051735";"A043054";"A028815";"A042611";"A029078";"2015SJ00";"10"
"2186769";"3000   ";"A051735";"A043054";"A028815";"A042611";"A029079";"2015SJ00";"10"
"2186784";"3000   ";"A051735";"A043054";"A028815";"A042611";"A029080";"2015SJ00";"10"
"2186799";"3000   ";"A051735";"A043054";"A028815";"A042611";"A029081";"2015SJ00";"10"
"2186814";"3000   ";"A051735";"A043054";"A028815";"A042611";"A029082";"2015SJ00";"10"
"2186844";"3000   ";"A051735";"A043054";"A028815";"A042612";"A029077";"2015SJ00";"10"
"2186859";"3000   ";"A051735";"A043054";"A028815";"A042612";"A029078";"2015SJ00";"10"
"2186874";"3000   ";"A051735";"A043054";"A028815";"A042612";"A029079";"2015SJ00";"10"
"2186889";"3000   ";"A051735";"A043054";"A028815";"A042612";"A029080";"2015SJ00";"0"
"2186904";"3000   ";"A051735";"A043054";"A028815";"A042612";"A029081";"2015SJ00";"10"
"2186919";"3000   ";"A051735";"A043054";"A028815";"A042612";"A029082";"2015SJ00";"10"
"2186949";"3000   ";"A051735";"A043054";"A028815";"A042613";"A029077";"2015SJ00";"10"
"2186964";"3000   ";"A051735";"A043054";"A028815";"A042613";"A029078";"2015SJ00";"10"
"2186979";"3000   ";"A051735";"A043054";"A028815";"A042613";"A029079";"2015SJ00";"10"
"2186994";"3000   ";"A051735";"A043054";"A028815";"A042613";"A029080";"2015SJ00";"0"
"2187009";"3000   ";"A051735";"A043054";"A028815";"A042613";"A029081";"2015SJ00";"10"
"2187024";"3000   ";"A051735";"A043054";"A028815";"A042613";"A029082";"2015SJ00";"0"
"2187054";"3000   ";"A051735";"A043054";"A028815";"A042614";"A029077";"2015SJ00";"10"
"2187069";"3000   ";"A051735";"A043054";"A028815";"A042614";"A029078";"2015SJ00";"10"
"2187084";"3000   ";"A051735";"A043054";"A028815";"A042614";"A029079";"2015SJ00";"10"
"2187099";"3000   ";"A051735";"A043054";"A028815";"A042614";"A029080";"2015SJ00";"10"
"2187114";"3000   ";"A051735";"A043054";"A028815";"A042614";"A029081";"2015SJ00";"20"
"2187129";"3000   ";"A051735";"A043054";"A028815";"A042614";"A029082";"2015SJ00";"10"
"2187159";"3000   ";"A051735";"A043054";"A028815";"A042615";"A029077";"2015SJ00";"0"
"2187174";"3000   ";"A051735";"A043054";"A028815";"A042615";"A029078";"2015SJ00";"10"
"2187189";"3000   ";"A051735";"A043054";"A028815";"A042615";"A029079";"2015SJ00";"10"
"2187204";"3000   ";"A051735";"A043054";"A028815";"A042615";"A029080";"2015SJ00";"10"
"2187219";"3000   ";"A051735";"A043054";"A028815";"A042615";"A029081";"2015SJ00";"10"
"2187234";"3000   ";"A051735";"A043054";"A028815";"A042615";"A029082";"2015SJ00";"0"
"2187264";"3000   ";"A051735";"A043054";"A028815";"A042616";"A029077";"2015SJ00";"10"
"2187279";"3000   ";"A051735";"A043054";"A028815";"A042616";"A029078";"2015SJ00";"10"
"2187294";"3000   ";"A051735";"A043054";"A028815";"A042616";"A029079";"2015SJ00";"10"
"2187309";"3000   ";"A051735";"A043054";"A028815";"A042616";"A029080";"2015SJ00";"10"
"2187324";"3000   ";"A051735";"A043054";"A028815";"A042616";"A029081";"2015SJ00";"10"
"2187339";"3000   ";"A051735";"A043054";"A028815";"A042616";"A029082";"2015SJ00";"10"
"2187369";"3000   ";"A051735";"A043054";"A028815";"A042617";"A029077";"2015SJ00";"20"
"2187384";"3000   ";"A051735";"A043054";"A028815";"A042617";"A029078";"2015SJ00";"20"
"2187399";"3000   ";"A051735";"A043054";"A028815";"A042617";"A029079";"2015SJ00";"10"
"2187414";"3000   ";"A051735";"A043054";"A028815";"A042617";"A029080";"2015SJ00";"20"
"2187429";"3000   ";"A051735";"A043054";"A028815";"A042617";"A029081";"2015SJ00";"20"
"2187444";"3000   ";"A051735";"A043054";"A028815";"A042617";"A029082";"2015SJ00";"20"
"2187474";"3000   ";"A051735";"A043054";"A028815";"A042618";"A029077";"2015SJ00";"0"
"2187489";"3000   ";"A051735";"A043054";"A028815";"A042618";"A029078";"2015SJ00";"0"
"2187504";"3000   ";"A051735";"A043054";"A028815";"A042618";"A029079";"2015SJ00";"0"
"2187519";"3000   ";"A051735";"A043054";"A028815";"A042618";"A029080";"2015SJ00";"0"
"2187534";"3000   ";"A051735";"A043054";"A028815";"A042618";"A029081";"2015SJ00";"0"
"2187549";"3000   ";"A051735";"A043054";"A028815";"A042618";"A029082";"2015SJ00";"0"
"2187579";"3000   ";"A051735";"A043054";"A028816";"T001332";"A029077";"2015SJ00";"1110"
"2187594";"3000   ";"A051735";"A043054";"A028816";"T001332";"A029078";"2015SJ00";"370"
"2187609";"3000   ";"A051735";"A043054";"A028816";"T001332";"A029079";"2015SJ00";"260"
"2187624";"3000   ";"A051735";"A043054";"A028816";"T001332";"A029080";"2015SJ00";"150"
"2187639";"3000   ";"A051735";"A043054";"A028816";"T001332";"A029081";"2015SJ00";"120"
"2187654";"3000   ";"A051735";"A043054";"A028816";"T001332";"A029082";"2015SJ00";"110"
"2187684";"3000   ";"A051735";"A043054";"A028816";"A042609";"A029077";"2015SJ00";"0"
"2187699";"3000   ";"A051735";"A043054";"A028816";"A042609";"A029078";"2015SJ00";"0"
"2187714";"3000   ";"A051735";"A043054";"A028816";"A042609";"A029079";"2015SJ00";"0"
"2187729";"3000   ";"A051735";"A043054";"A028816";"A042609";"A029080";"2015SJ00";"0"
"2187744";"3000   ";"A051735";"A043054";"A028816";"A042609";"A029081";"2015SJ00";"0"
"2187759";"3000   ";"A051735";"A043054";"A028816";"A042609";"A029082";"2015SJ00";"0"
"2187789";"3000   ";"A051735";"A043054";"A028816";"A042610";"A029077";"2015SJ00";"30"
"2187804";"3000   ";"A051735";"A043054";"A028816";"A042610";"A029078";"2015SJ00";"10"
"2187819";"3000   ";"A051735";"A043054";"A028816";"A042610";"A029079";"2015SJ00";"10"
"2187834";"3000   ";"A051735";"A043054";"A028816";"A042610";"A029080";"2015SJ00";"0"
