"ID";"Geslacht";"Persoonskenmerken";"UitstromersHoMetEnZonderDiploma";"Arbeidsmarktpositie";"Studierichting";"Peilmoment";"Perioden";"UitstromersHo_1"
"3721854";"4000   ";"A051735";"A043049";"A028814";"A042612";"A029078";"2015SJ00";"30"
"3721869";"4000   ";"A051735";"A043049";"A028814";"A042612";"A029079";"2015SJ00";"20"
"3721884";"4000   ";"A051735";"A043049";"A028814";"A042612";"A029080";"2015SJ00";"20"
"3721899";"4000   ";"A051735";"A043049";"A028814";"A042612";"A029081";"2015SJ00";"90"
"3721914";"4000   ";"A051735";"A043049";"A028814";"A042612";"A029082";"2015SJ00";"30"
"3721944";"4000   ";"A051735";"A043049";"A028814";"A042613";"A029077";"2015SJ00";"50"
"3721959";"4000   ";"A051735";"A043049";"A028814";"A042613";"A029078";"2015SJ00";"50"
"3721974";"4000   ";"A051735";"A043049";"A028814";"A042613";"A029079";"2015SJ00";"50"
"3721989";"4000   ";"A051735";"A043049";"A028814";"A042613";"A029080";"2015SJ00";"70"
"3722004";"4000   ";"A051735";"A043049";"A028814";"A042613";"A029081";"2015SJ00";"210"
"3722019";"4000   ";"A051735";"A043049";"A028814";"A042613";"A029082";"2015SJ00";"70"
"3722049";"4000   ";"A051735";"A043049";"A028814";"A042614";"A029077";"2015SJ00";"120"
"3722064";"4000   ";"A051735";"A043049";"A028814";"A042614";"A029078";"2015SJ00";"170"
"3722079";"4000   ";"A051735";"A043049";"A028814";"A042614";"A029079";"2015SJ00";"120"
"3722094";"4000   ";"A051735";"A043049";"A028814";"A042614";"A029080";"2015SJ00";"120"
"3722109";"4000   ";"A051735";"A043049";"A028814";"A042614";"A029081";"2015SJ00";"420"
"3722124";"4000   ";"A051735";"A043049";"A028814";"A042614";"A029082";"2015SJ00";"210"
"3722154";"4000   ";"A051735";"A043049";"A028814";"A042615";"A029077";"2015SJ00";"0"
"3722169";"4000   ";"A051735";"A043049";"A028814";"A042615";"A029078";"2015SJ00";"0"
"3722184";"4000   ";"A051735";"A043049";"A028814";"A042615";"A029079";"2015SJ00";"0"
"3722199";"4000   ";"A051735";"A043049";"A028814";"A042615";"A029080";"2015SJ00";"0"
"3722214";"4000   ";"A051735";"A043049";"A028814";"A042615";"A029081";"2015SJ00";"0"
"3722229";"4000   ";"A051735";"A043049";"A028814";"A042615";"A029082";"2015SJ00";"0"
"3722259";"4000   ";"A051735";"A043049";"A028814";"A042616";"A029077";"2015SJ00";"150"
"3722274";"4000   ";"A051735";"A043049";"A028814";"A042616";"A029078";"2015SJ00";"150"
"3722289";"4000   ";"A051735";"A043049";"A028814";"A042616";"A029079";"2015SJ00";"120"
"3722304";"4000   ";"A051735";"A043049";"A028814";"A042616";"A029080";"2015SJ00";"100"
"3722319";"4000   ";"A051735";"A043049";"A028814";"A042616";"A029081";"2015SJ00";"270"
"3722334";"4000   ";"A051735";"A043049";"A028814";"A042616";"A029082";"2015SJ00";"150"
"3722364";"4000   ";"A051735";"A043049";"A028814";"A042617";"A029077";"2015SJ00";"20"
"3722379";"4000   ";"A051735";"A043049";"A028814";"A042617";"A029078";"2015SJ00";"40"
"3722394";"4000   ";"A051735";"A043049";"A028814";"A042617";"A029079";"2015SJ00";"30"
"3722409";"4000   ";"A051735";"A043049";"A028814";"A042617";"A029080";"2015SJ00";"40"
"3722424";"4000   ";"A051735";"A043049";"A028814";"A042617";"A029081";"2015SJ00";"300"
"3722439";"4000   ";"A051735";"A043049";"A028814";"A042617";"A029082";"2015SJ00";"180"
"3722469";"4000   ";"A051735";"A043049";"A028814";"A042618";"A029077";"2015SJ00";"0"
"3722484";"4000   ";"A051735";"A043049";"A028814";"A042618";"A029078";"2015SJ00";"0"
"3722499";"4000   ";"A051735";"A043049";"A028814";"A042618";"A029079";"2015SJ00";"0"
"3722514";"4000   ";"A051735";"A043049";"A028814";"A042618";"A029080";"2015SJ00";"0"
"3722529";"4000   ";"A051735";"A043049";"A028814";"A042618";"A029081";"2015SJ00";"0"
"3722544";"4000   ";"A051735";"A043049";"A028814";"A042618";"A029082";"2015SJ00";"0"
"3722574";"4000   ";"A051735";"A043049";"A028815";"T001332";"A029077";"2015SJ00";"310"
"3722589";"4000   ";"A051735";"A043049";"A028815";"T001332";"A029078";"2015SJ00";"330"
"3722604";"4000   ";"A051735";"A043049";"A028815";"T001332";"A029079";"2015SJ00";"420"
"3722619";"4000   ";"A051735";"A043049";"A028815";"T001332";"A029080";"2015SJ00";"420"
"3722634";"4000   ";"A051735";"A043049";"A028815";"T001332";"A029081";"2015SJ00";"570"
"3722649";"4000   ";"A051735";"A043049";"A028815";"T001332";"A029082";"2015SJ00";"450"
"3722679";"4000   ";"A051735";"A043049";"A028815";"A042609";"A029077";"2015SJ00";"30"
"3722694";"4000   ";"A051735";"A043049";"A028815";"A042609";"A029078";"2015SJ00";"40"
"3722709";"4000   ";"A051735";"A043049";"A028815";"A042609";"A029079";"2015SJ00";"40"
"3722724";"4000   ";"A051735";"A043049";"A028815";"A042609";"A029080";"2015SJ00";"40"
"3722739";"4000   ";"A051735";"A043049";"A028815";"A042609";"A029081";"2015SJ00";"40"
"3722754";"4000   ";"A051735";"A043049";"A028815";"A042609";"A029082";"2015SJ00";"40"
"3722784";"4000   ";"A051735";"A043049";"A028815";"A042610";"A029077";"2015SJ00";"0"
"3722799";"4000   ";"A051735";"A043049";"A028815";"A042610";"A029078";"2015SJ00";"10"
"3722814";"4000   ";"A051735";"A043049";"A028815";"A042610";"A029079";"2015SJ00";"10"
"3722829";"4000   ";"A051735";"A043049";"A028815";"A042610";"A029080";"2015SJ00";"10"
"3722844";"4000   ";"A051735";"A043049";"A028815";"A042610";"A029081";"2015SJ00";"10"
"3722859";"4000   ";"A051735";"A043049";"A028815";"A042610";"A029082";"2015SJ00";"10"
"3722889";"4000   ";"A051735";"A043049";"A028815";"A042611";"A029077";"2015SJ00";"0"
"3722904";"4000   ";"A051735";"A043049";"A028815";"A042611";"A029078";"2015SJ00";"0"
"3722919";"4000   ";"A051735";"A043049";"A028815";"A042611";"A029079";"2015SJ00";"0"
"3722934";"4000   ";"A051735";"A043049";"A028815";"A042611";"A029080";"2015SJ00";"0"
"3722949";"4000   ";"A051735";"A043049";"A028815";"A042611";"A029081";"2015SJ00";"0"
"3722964";"4000   ";"A051735";"A043049";"A028815";"A042611";"A029082";"2015SJ00";"0"
"3722994";"4000   ";"A051735";"A043049";"A028815";"A042612";"A029077";"2015SJ00";"30"
"3723009";"4000   ";"A051735";"A043049";"A028815";"A042612";"A029078";"2015SJ00";"20"
"3723024";"4000   ";"A051735";"A043049";"A028815";"A042612";"A029079";"2015SJ00";"30"
"3723039";"4000   ";"A051735";"A043049";"A028815";"A042612";"A029080";"2015SJ00";"30"
"3723054";"4000   ";"A051735";"A043049";"A028815";"A042612";"A029081";"2015SJ00";"40"
"3723069";"4000   ";"A051735";"A043049";"A028815";"A042612";"A029082";"2015SJ00";"20"
"3723099";"4000   ";"A051735";"A043049";"A028815";"A042613";"A029077";"2015SJ00";"20"
"3723114";"4000   ";"A051735";"A043049";"A028815";"A042613";"A029078";"2015SJ00";"20"
"3723129";"4000   ";"A051735";"A043049";"A028815";"A042613";"A029079";"2015SJ00";"40"
"3723144";"4000   ";"A051735";"A043049";"A028815";"A042613";"A029080";"2015SJ00";"40"
"3723159";"4000   ";"A051735";"A043049";"A028815";"A042613";"A029081";"2015SJ00";"60"
"3723174";"4000   ";"A051735";"A043049";"A028815";"A042613";"A029082";"2015SJ00";"50"
"3723204";"4000   ";"A051735";"A043049";"A028815";"A042614";"A029077";"2015SJ00";"90"
"3723219";"4000   ";"A051735";"A043049";"A028815";"A042614";"A029078";"2015SJ00";"110"
"3723234";"4000   ";"A051735";"A043049";"A028815";"A042614";"A029079";"2015SJ00";"150"
"3723249";"4000   ";"A051735";"A043049";"A028815";"A042614";"A029080";"2015SJ00";"140"
"3723264";"4000   ";"A051735";"A043049";"A028815";"A042614";"A029081";"2015SJ00";"230"
"3723279";"4000   ";"A051735";"A043049";"A028815";"A042614";"A029082";"2015SJ00";"150"
"3723309";"4000   ";"A051735";"A043049";"A028815";"A042615";"A029077";"2015SJ00";"0"
"3723324";"4000   ";"A051735";"A043049";"A028815";"A042615";"A029078";"2015SJ00";"0"
"3723339";"4000   ";"A051735";"A043049";"A028815";"A042615";"A029079";"2015SJ00";"0"
"3723354";"4000   ";"A051735";"A043049";"A028815";"A042615";"A029080";"2015SJ00";"0"
"3723369";"4000   ";"A051735";"A043049";"A028815";"A042615";"A029081";"2015SJ00";"0"
"3723384";"4000   ";"A051735";"A043049";"A028815";"A042615";"A029082";"2015SJ00";"0"
"3723414";"4000   ";"A051735";"A043049";"A028815";"A042616";"A029077";"2015SJ00";"120"
"3723429";"4000   ";"A051735";"A043049";"A028815";"A042616";"A029078";"2015SJ00";"110"
"3723444";"4000   ";"A051735";"A043049";"A028815";"A042616";"A029079";"2015SJ00";"140"
"3723459";"4000   ";"A051735";"A043049";"A028815";"A042616";"A029080";"2015SJ00";"130"
"3723474";"4000   ";"A051735";"A043049";"A028815";"A042616";"A029081";"2015SJ00";"160"
"3723489";"4000   ";"A051735";"A043049";"A028815";"A042616";"A029082";"2015SJ00";"140"
"3723519";"4000   ";"A051735";"A043049";"A028815";"A042617";"A029077";"2015SJ00";"20"
"3723534";"4000   ";"A051735";"A043049";"A028815";"A042617";"A029078";"2015SJ00";"20"
"3723549";"4000   ";"A051735";"A043049";"A028815";"A042617";"A029079";"2015SJ00";"20"
"3723564";"4000   ";"A051735";"A043049";"A028815";"A042617";"A029080";"2015SJ00";"20"
"3723579";"4000   ";"A051735";"A043049";"A028815";"A042617";"A029081";"2015SJ00";"40"
"3723594";"4000   ";"A051735";"A043049";"A028815";"A042617";"A029082";"2015SJ00";"30"
"3723624";"4000   ";"A051735";"A043049";"A028815";"A042618";"A029077";"2015SJ00";"0"
"3723639";"4000   ";"A051735";"A043049";"A028815";"A042618";"A029078";"2015SJ00";"0"
"3723654";"4000   ";"A051735";"A043049";"A028815";"A042618";"A029079";"2015SJ00";"0"
"3723669";"4000   ";"A051735";"A043049";"A028815";"A042618";"A029080";"2015SJ00";"0"
"3723684";"4000   ";"A051735";"A043049";"A028815";"A042618";"A029081";"2015SJ00";"0"
"3723699";"4000   ";"A051735";"A043049";"A028815";"A042618";"A029082";"2015SJ00";"0"
"3723729";"4000   ";"A051735";"A043049";"A028816";"T001332";"A029077";"2015SJ00";"2210"
"3723744";"4000   ";"A051735";"A043049";"A028816";"T001332";"A029078";"2015SJ00";"990"
"3723759";"4000   ";"A051735";"A043049";"A028816";"T001332";"A029079";"2015SJ00";"730"
"3723774";"4000   ";"A051735";"A043049";"A028816";"T001332";"A029080";"2015SJ00";"570"
"3723789";"4000   ";"A051735";"A043049";"A028816";"T001332";"A029081";"2015SJ00";"410"
"3723804";"4000   ";"A051735";"A043049";"A028816";"T001332";"A029082";"2015SJ00";"420"
"3723834";"4000   ";"A051735";"A043049";"A028816";"A042609";"A029077";"2015SJ00";"180"
"3723849";"4000   ";"A051735";"A043049";"A028816";"A042609";"A029078";"2015SJ00";"100"
"3723864";"4000   ";"A051735";"A043049";"A028816";"A042609";"A029079";"2015SJ00";"60"
"3723879";"4000   ";"A051735";"A043049";"A028816";"A042609";"A029080";"2015SJ00";"50"
"3723894";"4000   ";"A051735";"A043049";"A028816";"A042609";"A029081";"2015SJ00";"30"
"3723909";"4000   ";"A051735";"A043049";"A028816";"A042609";"A029082";"2015SJ00";"30"
"3723939";"4000   ";"A051735";"A043049";"A028816";"A042610";"A029077";"2015SJ00";"70"
"3723954";"4000   ";"A051735";"A043049";"A028816";"A042610";"A029078";"2015SJ00";"30"
"3723969";"4000   ";"A051735";"A043049";"A028816";"A042610";"A029079";"2015SJ00";"20"
"3723984";"4000   ";"A051735";"A043049";"A028816";"A042610";"A029080";"2015SJ00";"10"
"3723999";"4000   ";"A051735";"A043049";"A028816";"A042610";"A029081";"2015SJ00";"10"
"3724014";"4000   ";"A051735";"A043049";"A028816";"A042610";"A029082";"2015SJ00";"10"
"3724044";"4000   ";"A051735";"A043049";"A028816";"A042611";"A029077";"2015SJ00";"0"
"3724059";"4000   ";"A051735";"A043049";"A028816";"A042611";"A029078";"2015SJ00";"0"
"3724074";"4000   ";"A051735";"A043049";"A028816";"A042611";"A029079";"2015SJ00";"0"
"3724089";"4000   ";"A051735";"A043049";"A028816";"A042611";"A029080";"2015SJ00";"0"
"3724104";"4000   ";"A051735";"A043049";"A028816";"A042611";"A029081";"2015SJ00";"0"
"3724119";"4000   ";"A051735";"A043049";"A028816";"A042611";"A029082";"2015SJ00";"0"
"3724149";"4000   ";"A051735";"A043049";"A028816";"A042612";"A029077";"2015SJ00";"240"
"3724164";"4000   ";"A051735";"A043049";"A028816";"A042612";"A029078";"2015SJ00";"80"
"3724179";"4000   ";"A051735";"A043049";"A028816";"A042612";"A029079";"2015SJ00";"70"
"3724194";"4000   ";"A051735";"A043049";"A028816";"A042612";"A029080";"2015SJ00";"50"
"3724209";"4000   ";"A051735";"A043049";"A028816";"A042612";"A029081";"2015SJ00";"40"
"3724224";"4000   ";"A051735";"A043049";"A028816";"A042612";"A029082";"2015SJ00";"40"
"3724254";"4000   ";"A051735";"A043049";"A028816";"A042613";"A029077";"2015SJ00";"240"
"3724269";"4000   ";"A051735";"A043049";"A028816";"A042613";"A029078";"2015SJ00";"90"
"3724284";"4000   ";"A051735";"A043049";"A028816";"A042613";"A029079";"2015SJ00";"80"
"3724299";"4000   ";"A051735";"A043049";"A028816";"A042613";"A029080";"2015SJ00";"70"
"3724314";"4000   ";"A051735";"A043049";"A028816";"A042613";"A029081";"2015SJ00";"50"
"3724329";"4000   ";"A051735";"A043049";"A028816";"A042613";"A029082";"2015SJ00";"60"
"3724359";"4000   ";"A051735";"A043049";"A028816";"A042614";"A029077";"2015SJ00";"770"
"3724374";"4000   ";"A051735";"A043049";"A028816";"A042614";"A029078";"2015SJ00";"380"
"3724389";"4000   ";"A051735";"A043049";"A028816";"A042614";"A029079";"2015SJ00";"270"
"3724404";"4000   ";"A051735";"A043049";"A028816";"A042614";"A029080";"2015SJ00";"190"
"3724419";"4000   ";"A051735";"A043049";"A028816";"A042614";"A029081";"2015SJ00";"130"
"3724434";"4000   ";"A051735";"A043049";"A028816";"A042614";"A029082";"2015SJ00";"150"
"3724464";"4000   ";"A051735";"A043049";"A028816";"A042615";"A029077";"2015SJ00";"0"
"3724479";"4000   ";"A051735";"A043049";"A028816";"A042615";"A029078";"2015SJ00";"0"
"3724494";"4000   ";"A051735";"A043049";"A028816";"A042615";"A029079";"2015SJ00";"0"
"3724509";"4000   ";"A051735";"A043049";"A028816";"A042615";"A029080";"2015SJ00";"0"
"3724524";"4000   ";"A051735";"A043049";"A028816";"A042615";"A029081";"2015SJ00";"0"
"3724539";"4000   ";"A051735";"A043049";"A028816";"A042615";"A029082";"2015SJ00";"0"
"3724569";"4000   ";"A051735";"A043049";"A028816";"A042616";"A029077";"2015SJ00";"530"
"3724584";"4000   ";"A051735";"A043049";"A028816";"A042616";"A029078";"2015SJ00";"210"
"3724599";"4000   ";"A051735";"A043049";"A028816";"A042616";"A029079";"2015SJ00";"170"
"3724614";"4000   ";"A051735";"A043049";"A028816";"A042616";"A029080";"2015SJ00";"140"
"3724629";"4000   ";"A051735";"A043049";"A028816";"A042616";"A029081";"2015SJ00";"110"
"3724644";"4000   ";"A051735";"A043049";"A028816";"A042616";"A029082";"2015SJ00";"110"
"3724674";"4000   ";"A051735";"A043049";"A028816";"A042617";"A029077";"2015SJ00";"180"
"3724689";"4000   ";"A051735";"A043049";"A028816";"A042617";"A029078";"2015SJ00";"90"
"3724704";"4000   ";"A051735";"A043049";"A028816";"A042617";"A029079";"2015SJ00";"70"
"3724719";"4000   ";"A051735";"A043049";"A028816";"A042617";"A029080";"2015SJ00";"50"
"3724734";"4000   ";"A051735";"A043049";"A028816";"A042617";"A029081";"2015SJ00";"30"
"3724749";"4000   ";"A051735";"A043049";"A028816";"A042617";"A029082";"2015SJ00";"30"
"3724779";"4000   ";"A051735";"A043049";"A028816";"A042618";"A029077";"2015SJ00";"0"
"3724794";"4000   ";"A051735";"A043049";"A028816";"A042618";"A029078";"2015SJ00";"0"
"3724809";"4000   ";"A051735";"A043049";"A028816";"A042618";"A029079";"2015SJ00";"0"
"3724824";"4000   ";"A051735";"A043049";"A028816";"A042618";"A029080";"2015SJ00";"0"
"3724839";"4000   ";"A051735";"A043049";"A028816";"A042618";"A029081";"2015SJ00";"0"
"3724854";"4000   ";"A051735";"A043049";"A028816";"A042618";"A029082";"2015SJ00";"0"
"3724884";"4000   ";"A051735";"A043049";"A043837";"T001332";"A029077";"2015SJ00";
"3724899";"4000   ";"A051735";"A043049";"A043837";"T001332";"A029078";"2015SJ00";"1220"
"3724914";"4000   ";"A051735";"A043049";"A043837";"T001332";"A029079";"2015SJ00";"1840"
"3724929";"4000   ";"A051735";"A043049";"A043837";"T001332";"A029080";"2015SJ00";"2300"
"3724944";"4000   ";"A051735";"A043049";"A043837";"T001332";"A029081";"2015SJ00";"2620"
"3724959";"4000   ";"A051735";"A043049";"A043837";"T001332";"A029082";"2015SJ00";"2890"
"3724989";"4000   ";"A051735";"A043049";"A043837";"A042609";"A029077";"2015SJ00";
"3725004";"4000   ";"A051735";"A043049";"A043837";"A042609";"A029078";"2015SJ00";"220"
"3725019";"4000   ";"A051735";"A043049";"A043837";"A042609";"A029079";"2015SJ00";"370"
"3725034";"4000   ";"A051735";"A043049";"A043837";"A042609";"A029080";"2015SJ00";"470"
"3725049";"4000   ";"A051735";"A043049";"A043837";"A042609";"A029081";"2015SJ00";"530"
"3725064";"4000   ";"A051735";"A043049";"A043837";"A042609";"A029082";"2015SJ00";"600"
"3725094";"4000   ";"A051735";"A043049";"A043837";"A042610";"A029077";"2015SJ00";
"3725109";"4000   ";"A051735";"A043049";"A043837";"A042610";"A029078";"2015SJ00";"20"
"3725124";"4000   ";"A051735";"A043049";"A043837";"A042610";"A029079";"2015SJ00";"30"
"3725139";"4000   ";"A051735";"A043049";"A043837";"A042610";"A029080";"2015SJ00";"40"
"3725154";"4000   ";"A051735";"A043049";"A043837";"A042610";"A029081";"2015SJ00";"40"
"3725169";"4000   ";"A051735";"A043049";"A043837";"A042610";"A029082";"2015SJ00";"50"
"3725199";"4000   ";"A051735";"A043049";"A043837";"A042611";"A029077";"2015SJ00";
"3725214";"4000   ";"A051735";"A043049";"A043837";"A042611";"A029078";"2015SJ00";"0"
"3725229";"4000   ";"A051735";"A043049";"A043837";"A042611";"A029079";"2015SJ00";"0"
"3725244";"4000   ";"A051735";"A043049";"A043837";"A042611";"A029080";"2015SJ00";"0"
"3725259";"4000   ";"A051735";"A043049";"A043837";"A042611";"A029081";"2015SJ00";"0"
"3725274";"4000   ";"A051735";"A043049";"A043837";"A042611";"A029082";"2015SJ00";"0"
"3725304";"4000   ";"A051735";"A043049";"A043837";"A042612";"A029077";"2015SJ00";
"3725319";"4000   ";"A051735";"A043049";"A043837";"A042612";"A029078";"2015SJ00";"80"
"3725334";"4000   ";"A051735";"A043049";"A043837";"A042612";"A029079";"2015SJ00";"110"
"3725349";"4000   ";"A051735";"A043049";"A043837";"A042612";"A029080";"2015SJ00";"140"
"3725364";"4000   ";"A051735";"A043049";"A043837";"A042612";"A029081";"2015SJ00";"150"
"3725379";"4000   ";"A051735";"A043049";"A043837";"A042612";"A029082";"2015SJ00";"150"
"3725409";"4000   ";"A051735";"A043049";"A043837";"A042613";"A029077";"2015SJ00";
"3725424";"4000   ";"A051735";"A043049";"A043837";"A042613";"A029078";"2015SJ00";"110"
"3725439";"4000   ";"A051735";"A043049";"A043837";"A042613";"A029079";"2015SJ00";"190"
"3725454";"4000   ";"A051735";"A043049";"A043837";"A042613";"A029080";"2015SJ00";"280"
"3725469";"4000   ";"A051735";"A043049";"A043837";"A042613";"A029081";"2015SJ00";"350"
"3725484";"4000   ";"A051735";"A043049";"A043837";"A042613";"A029082";"2015SJ00";"420"
"3725514";"4000   ";"A051735";"A043049";"A043837";"A042614";"A029077";"2015SJ00";
"3725529";"4000   ";"A051735";"A043049";"A043837";"A042614";"A029078";"2015SJ00";"330"
"3725544";"4000   ";"A051735";"A043049";"A043837";"A042614";"A029079";"2015SJ00";"460"
"3725559";"4000   ";"A051735";"A043049";"A043837";"A042614";"A029080";"2015SJ00";"550"
"3725574";"4000   ";"A051735";"A043049";"A043837";"A042614";"A029081";"2015SJ00";"630"
"3725589";"4000   ";"A051735";"A043049";"A043837";"A042614";"A029082";"2015SJ00";"670"
"3725619";"4000   ";"A051735";"A043049";"A043837";"A042615";"A029077";"2015SJ00";
"3725634";"4000   ";"A051735";"A043049";"A043837";"A042615";"A029078";"2015SJ00";"0"
"3725649";"4000   ";"A051735";"A043049";"A043837";"A042615";"A029079";"2015SJ00";"0"
"3725664";"4000   ";"A051735";"A043049";"A043837";"A042615";"A029080";"2015SJ00";"0"
"3725679";"4000   ";"A051735";"A043049";"A043837";"A042615";"A029081";"2015SJ00";"0"
"3725694";"4000   ";"A051735";"A043049";"A043837";"A042615";"A029082";"2015SJ00";"0"
"3725724";"4000   ";"A051735";"A043049";"A043837";"A042616";"A029077";"2015SJ00";
"3725739";"4000   ";"A051735";"A043049";"A043837";"A042616";"A029078";"2015SJ00";"400"
"3725754";"4000   ";"A051735";"A043049";"A043837";"A042616";"A029079";"2015SJ00";"580"
"3725769";"4000   ";"A051735";"A043049";"A043837";"A042616";"A029080";"2015SJ00";"710"
"3725784";"4000   ";"A051735";"A043049";"A043837";"A042616";"A029081";"2015SJ00";"780"
"3725799";"4000   ";"A051735";"A043049";"A043837";"A042616";"A029082";"2015SJ00";"840"
"3725829";"4000   ";"A051735";"A043049";"A043837";"A042617";"A029077";"2015SJ00";
"3725844";"4000   ";"A051735";"A043049";"A043837";"A042617";"A029078";"2015SJ00";"60"
"3725859";"4000   ";"A051735";"A043049";"A043837";"A042617";"A029079";"2015SJ00";"100"
"3725874";"4000   ";"A051735";"A043049";"A043837";"A042617";"A029080";"2015SJ00";"130"
"3725889";"4000   ";"A051735";"A043049";"A043837";"A042617";"A029081";"2015SJ00";"150"
"3725904";"4000   ";"A051735";"A043049";"A043837";"A042617";"A029082";"2015SJ00";"170"
"3725934";"4000   ";"A051735";"A043049";"A043837";"A042618";"A029077";"2015SJ00";
"3725949";"4000   ";"A051735";"A043049";"A043837";"A042618";"A029078";"2015SJ00";"0"
"3725964";"4000   ";"A051735";"A043049";"A043837";"A042618";"A029079";"2015SJ00";"0"
"3725979";"4000   ";"A051735";"A043049";"A043837";"A042618";"A029080";"2015SJ00";"0"
"3725994";"4000   ";"A051735";"A043049";"A043837";"A042618";"A029081";"2015SJ00";"0"
"3726009";"4000   ";"A051735";"A043049";"A043837";"A042618";"A029082";"2015SJ00";"0"
"3728349";"4000   ";"A051735";"A043050";"A028813";"T001332";"A029077";"2015SJ00";"190"
"3728364";"4000   ";"A051735";"A043050";"A028813";"T001332";"A029078";"2015SJ00";"190"
"3728379";"4000   ";"A051735";"A043050";"A028813";"T001332";"A029079";"2015SJ00";"190"
"3728394";"4000   ";"A051735";"A043050";"A028813";"T001332";"A029080";"2015SJ00";"190"
"3728409";"4000   ";"A051735";"A043050";"A028813";"T001332";"A029081";"2015SJ00";"160"
"3728424";"4000   ";"A051735";"A043050";"A028813";"T001332";"A029082";"2015SJ00";"170"
"3728454";"4000   ";"A051735";"A043050";"A028813";"A042609";"A029077";"2015SJ00";"90"
"3728469";"4000   ";"A051735";"A043050";"A028813";"A042609";"A029078";"2015SJ00";"100"
"3728484";"4000   ";"A051735";"A043050";"A028813";"A042609";"A029079";"2015SJ00";"90"
"3728499";"4000   ";"A051735";"A043050";"A028813";"A042609";"A029080";"2015SJ00";"90"
"3728514";"4000   ";"A051735";"A043050";"A028813";"A042609";"A029081";"2015SJ00";"90"
"3728529";"4000   ";"A051735";"A043050";"A028813";"A042609";"A029082";"2015SJ00";"90"
"3728559";"4000   ";"A051735";"A043050";"A028813";"A042610";"A029077";"2015SJ00";"0"
"3728574";"4000   ";"A051735";"A043050";"A028813";"A042610";"A029078";"2015SJ00";"0"
"3728589";"4000   ";"A051735";"A043050";"A028813";"A042610";"A029079";"2015SJ00";"0"
"3728604";"4000   ";"A051735";"A043050";"A028813";"A042610";"A029080";"2015SJ00";"0"
"3728619";"4000   ";"A051735";"A043050";"A028813";"A042610";"A029081";"2015SJ00";"0"
"3728634";"4000   ";"A051735";"A043050";"A028813";"A042610";"A029082";"2015SJ00";"0"
"3728664";"4000   ";"A051735";"A043050";"A028813";"A042611";"A029077";"2015SJ00";"0"
"3728679";"4000   ";"A051735";"A043050";"A028813";"A042611";"A029078";"2015SJ00";"0"
"3728694";"4000   ";"A051735";"A043050";"A028813";"A042611";"A029079";"2015SJ00";"0"
"3728709";"4000   ";"A051735";"A043050";"A028813";"A042611";"A029080";"2015SJ00";"0"
"3728724";"4000   ";"A051735";"A043050";"A028813";"A042611";"A029081";"2015SJ00";"0"
"3728739";"4000   ";"A051735";"A043050";"A028813";"A042611";"A029082";"2015SJ00";"0"
"3728769";"4000   ";"A051735";"A043050";"A028813";"A042612";"A029077";"2015SJ00";"0"
"3728784";"4000   ";"A051735";"A043050";"A028813";"A042612";"A029078";"2015SJ00";"0"
"3728799";"4000   ";"A051735";"A043050";"A028813";"A042612";"A029079";"2015SJ00";"0"
"3728814";"4000   ";"A051735";"A043050";"A028813";"A042612";"A029080";"2015SJ00";"0"
"3728829";"4000   ";"A051735";"A043050";"A028813";"A042612";"A029081";"2015SJ00";"0"
"3728844";"4000   ";"A051735";"A043050";"A028813";"A042612";"A029082";"2015SJ00";"0"
"3728874";"4000   ";"A051735";"A043050";"A028813";"A042613";"A029077";"2015SJ00";"0"
"3728889";"4000   ";"A051735";"A043050";"A028813";"A042613";"A029078";"2015SJ00";"0"
"3728904";"4000   ";"A051735";"A043050";"A028813";"A042613";"A029079";"2015SJ00";"0"
"3728919";"4000   ";"A051735";"A043050";"A028813";"A042613";"A029080";"2015SJ00";"0"
"3728934";"4000   ";"A051735";"A043050";"A028813";"A042613";"A029081";"2015SJ00";"0"
"3728949";"4000   ";"A051735";"A043050";"A028813";"A042613";"A029082";"2015SJ00";"0"
"3728979";"4000   ";"A051735";"A043050";"A028813";"A042614";"A029077";"2015SJ00";"0"
"3728994";"4000   ";"A051735";"A043050";"A028813";"A042614";"A029078";"2015SJ00";"0"
"3729009";"4000   ";"A051735";"A043050";"A028813";"A042614";"A029079";"2015SJ00";"0"
"3729024";"4000   ";"A051735";"A043050";"A028813";"A042614";"A029080";"2015SJ00";"0"
"3729039";"4000   ";"A051735";"A043050";"A028813";"A042614";"A029081";"2015SJ00";"0"
"3729054";"4000   ";"A051735";"A043050";"A028813";"A042614";"A029082";"2015SJ00";"0"
"3729084";"4000   ";"A051735";"A043050";"A028813";"A042615";"A029077";"2015SJ00";"0"
"3729099";"4000   ";"A051735";"A043050";"A028813";"A042615";"A029078";"2015SJ00";"0"
"3729114";"4000   ";"A051735";"A043050";"A028813";"A042615";"A029079";"2015SJ00";"0"
"3729129";"4000   ";"A051735";"A043050";"A028813";"A042615";"A029080";"2015SJ00";"0"
"3729144";"4000   ";"A051735";"A043050";"A028813";"A042615";"A029081";"2015SJ00";"0"
"3729159";"4000   ";"A051735";"A043050";"A028813";"A042615";"A029082";"2015SJ00";"0"
"3729189";"4000   ";"A051735";"A043050";"A028813";"A042616";"A029077";"2015SJ00";"0"
"3729204";"4000   ";"A051735";"A043050";"A028813";"A042616";"A029078";"2015SJ00";"0"
"3729219";"4000   ";"A051735";"A043050";"A028813";"A042616";"A029079";"2015SJ00";"0"
